signal_id,county_fips,county,topic,posture,stage,mechanisms,risk_score,confidence_percent,meeting_date,title,evidence_quote,source_url,engine,model,signal_kind,project_name,action_outcome,supporting_source_count
f665d389e2a147ed5b5abbda,48295,Lipscomb,bess,supportive,public_hearing,tax_incentive,0.7,93.0,2026-04-13,Lipscomb hearing considers BESS tax-abatement eligibility,"PUBLIC HEARING TAX ABATEMENT GUIDELINES AND CRITERIA 10:00 A.M.:

No public attendance.

CONSIDER _THE GUIDELINES _ AND _ CRITERIA__FOR__GRANTING__TAX
ABATEMENTS, HEAR FROM JEFF SNOWDEN FROM CAPEX RESOURCES GROUP:
GUIDELINES AND CRITERIA FOR GRANTING TAX ABATEMENTS IN

_ REINVESTMENT ZONES

LIPSCOMB COUNTY, TEXAS —

1 PURPOSE

Lipscomb County, hereinafter referred to as “County” is committed to the promotion of quality
development in all parts of the County and to improving the quality of life for its citizens. In order to help
meet these goals, the County will consider evaluating tax Incentives within designated and proposed
reinvestment zones, accepting applications for tax abatement, and entering Into tax abatement
agreements to stimulate growth and development.

It Is the intent of the County that such incentives will be provided in accordance with the
procedures and criteria In this document and In Chapter 312 of the Texas Tax Code. However, nothing In
| Criteria s! al construed to imply or su;
incentives to oli - All such applica

I ns ered onan individual ba he qualifl ation for tax abatement nth thea jount f

Only that Increase In the falr market value of the property directly resultant from the
development, redevelopment, and Improvement specified In the contract will be eligible for abatement.
All abatement contracts will be for a term no longer than allowed by law. Additionally, the Lipscomb
County Commissioners Court reserves the right to negotiate a tax abatement. agreement In order to
compete favorably with other communities.

uN DEFINITIONS

The attached Glossary is a list of words with their definitions that are found in this. ocumient, and
the Glossary is incorporated herejn by teference.

mH. GUIDELINES AND CRITERIA

In order to be eligible for designation as a reinvestment zone and to receive tax abatement, the
planned improvement as‘a minimum must meet the following:
(a) Be an authorized Facility. A Facility may be eligible for abatement if it Is a(n):
Aquaculture/Agriculture' Facility
Data Center Facility
Distribution Center Facility
Energy Facility

Manufacturing Facility

Office Building

Regional! Entertainment/Tourism Facility
Research Facility

Regional Service Facility:

Historic Building in designated area
Renewable Energy Facility

Energy Storage Facility",https://www.co.lipscomb.tx.us/upload/page/11407/2026/4.13.26 CC Minutes.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,proposed,1
a0bd5b9ae02da2c41e91137d,48505,Zapata,wind,supportive,public_notice,tax_incentive,0.7,95.0,2026-04-13,Zapata Wind tax-abatement agreement noticed,"The Zapata County Commissioners Court shall hold a regular meeting on April 13th, 2026, at 9
am and the following agenda item will be considered:

“CONSIDER AND TAKE APPROPRIATE ACTION ON A RESOLUTION AND ORDER
AUTHORIZING THE COUNTY TO ENTER INTO A TAX ABATEMENT AGREEMENT
PURSUANT TO THE COUNTY’S GUIDELINES AND CRITERIA UNDER THE PROPERTY
REDEVELOPMENT AND TAX ABATEMENT ACT, CHAPTER 312 OF THE TEXAS TAX
CODE AS REQUESTED BY ZAPATA WIND LLC, FOR APPROXIMATELY $430,000,000
IN IMPROVEMENTS RELATED TO THE GENERATION OF ELECTRICITY UTILIZING
WIND TURBINES. THE PROPERTY SUBJECT TO THE ABATEMENT AGREEMENT
COMPRISES APPROXIMATELY 16,900 ACRES AND IS LOCATED IN NORTHEAST
ZAPATA COUNTY, WEST OF FARM TO MARKET ROAD 649 AND THE JIM HOGG
COUNTY LINE AND SOUTH OF THE WEBB COUNTY LINE. THE DRAFT AGREEMENT,
PARCEL ID, AND PROPERTY OWNER INFORMATION WILL BE AVAILABLE AT THE
MEETING OR IN ADVANCE IN JUDGE JOSEPH RATHMELL’S OFFICE AT THE ZAPATA
COUNTY COURTHOUSE LOCATED AT 200 EAST 7TH AVENUE, ZAPATA, TEXAS.",https://www.co.zapata.tx.us/upload/page/6451/docs/notice_zapatawind.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Zapata Wind LLC,pending,1
332b1db4a2fe6f070eaf2578,48507,Zavala,solar,supportive,study,other,0.3,95.0,2026-04-01,Flying Kite Solar tax-abatement application reviewed,"a. a presentation by the representatives of Flying Kite Solar LLC/Cirrus
Advisors regarding its pending application filed with the County for a tax
abatement agreement regarding the solar energy and battery energy storage
facility project (a 80.4 megawatt utility scale solar powered electricity
generating facility and a 104.8 megawatt battery energy storage system
facility) proposed by said company to be constructed and operated on
certain real property located in the unincorporated area of Zavala County,
Texas, said property containing approximately 555 acres, more or less, a
part of the ZL&W Section 15 thereof and said property generally located
adjacent to or near Corrgan Road, Commen Road, FM 1436, and Highway
83; and","https://www.co.zavala.tx.us/page/open/929/0/APRIL%201,%202026%20REGULAR%20COMMISSIONERS%20COURT%20MEETING.pdf",chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Flying Kite Solar LLC,pending,1
0c0c79f686fb2dad93bd97fd,48507,Zavala,bess,supportive,study,other,0.3,95.0,2026-04-01,Flying Kite BESS tax-abatement application reviewed,"a. a presentation by the representatives of Flying Kite Solar LLC/Cirrus
Advisors regarding its pending application filed with the County for a tax
abatement agreement regarding the solar energy and battery energy storage
facility project (a 80.4 megawatt utility scale solar powered electricity
generating facility and a 104.8 megawatt battery energy storage system
facility) proposed by said company to be constructed and operated on
certain real property located in the unincorporated area of Zavala County,
Texas, said property containing approximately 555 acres, more or less, a
part of the ZL&W Section 15 thereof and said property generally located
adjacent to or near Corrgan Road, Commen Road, FM 1436, and Highway
83; and","https://www.co.zavala.tx.us/page/open/929/0/APRIL%201,%202026%20REGULAR%20COMMISSIONERS%20COURT%20MEETING.pdf",chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Flying Kite Solar LLC,pending,1
b5cc7aeceb18c93260f72ad5,48507,Zavala,bess,supportive,study,tax_incentive,0.2,95.0,2026-04-01,SunShiner ESS tax-abatement application reviewed,"b. a presentation by the representatives of SunShiner ESS LLC regarding its
pending application filed with the County for a tax abatement agreement
regarding the 200 MW/AC battery energy storage facility project proposed
by said company to be constructed and operated on certain real property
located in the unincorporated area of Zavala County, Texas, said property
containing approximately 34.37 acres, more or less, a part of the ZL&W
Section 40 thereof and said property generally located southeast of Flack
Street and the City of La Pryor, Texas;","https://www.co.zavala.tx.us/page/open/929/0/APRIL%201,%202026%20REGULAR%20COMMISSIONERS%20COURT%20MEETING.pdf",chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,SunShiner ESS LLC,pending,1
025efce5e6bf61420b73cf49,48131,Duval,solar,supportive,introduction,tax_incentive,0.7,61.0,2026-03-31,Cielo Vista tax-abatement application describes a solar facility,"7. Please attach information describing how the Proposed Project or Facility meets the
 minimum requirement for tax abatement outlined in the Guidelines & Criteria.

 According to Section 2 of the Duval County Abatement Guidelines, the Cielo Vista Power
 project represents a new capital investment in Duval County. Cielo Vista Power has
 obtained long-term lease agreements from local landowners, allowing the construction of
 a new solar facility on their property. This investment will surpass the minimum $10
 million required for capital improvements. By using local vendors, suppliers, and residents
 seeking employment, the project will further strengthen the region's economic stability. It
 is the intent of the Cielo Vista Power project to secure assistance with the regional
 workforce development office in securing assistance for vendors and employment.

8. Please attach information on the following aspects of the proposed project:

 a. Current Value of Land and Existing Improvements, if any.

 There are currently no existing improvements within the project area. The value of
 the land and any existing improvements does not reside with the proposed project
 but remains wholly intact with the landowners that have leased land to Cielo Vista
 Power, LLC, for the purpose of constructing and operating battery energy storage
 project. Titus LCV will not purchase any of the land used in the project. All land
 utilized for the purpose of a solar power project will be under long term lease with
 the current landowner. Any existing improvements to land that is leased are",https://www.co.duval.tx.us/upload/page/11362/20260331_Cielo Vista Tax Abatement Application.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Cielo Vista Power,proposed,1
4951109cb370e94db22f9537,48289,Leon,data_center,unknown,adopted,other,18.5,96.0,2026-03-23,Leon County adopts statewide data-center resolution,"21. DISCUSS AND POSSIBLY TAKE ACTION ON RESOLUTION OF THE LEON
 COUNTY COMMISSIONERS COURT REGARDING THE ESTABLISHMENT OF
 ADDITIONAL DATA CENTERS IN THE STATE OF TEXAS.
Commissioner Foley made a motion, seconded by Commissioner Workman to approve the
resolution.
MOTION CARRIED.",https://www.co.leon.tx.us/upload/page/4931/docs/AgendaMinutes/Minutes 2026/MARCH 23 930 AM COMMISSIONERS COURT.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,state_policy_advocacy,,adopted,2
539e2da2e857bf14111ad913,48155,Foard,data_center,unknown,introduction,other,11.3,91.0,2026-03-23,Foard County schedules discussion of state data-center resolution,". Discuss and take action if necessary, on discussing the Resolution regarding the

establishment of additional data centers in the state of Texas",https://www.foardcounty.texas.gov/upload/page/0079/2026/03-23-2026 agenda.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,state_policy_advocacy,,pending,1
cb71ba9d24faf693de3faa0a,48497,Wise,data_center,supportive,adopted,zoning;water;roads;decommissioning;other;tax_incentive,1.6,98.0,2026-03-23,Wise County adopts resolution seeking state data-center guardrails,"10. Consider and act on a resolution regarding the establishment of additional data centers in
the State of Texas:

¢ Clark reassures everyone that the County does not have any pending data center
project at this time.

¢ The Court is preparing for the inevitable by learning more about data centers,
determining what questions should be asked (when approached by businesses), and
consulting with other counties about their experience with data centers and what they
wish they would have done differently.

¢ Clark reminds everyone that the County does not have land zoning authority to reject
the building of a data center (or any other project) unless a tax abatement is requested

or if the project is a sexually-oriented business.

¢ Since the state grants the counties authorities over local-level projects, Clark suggests
requesting “guardrails” and county tools for future data center developments.

MARCH 9, 2026 —- COMMISSIONERS’ COURT Page 5|13

¢ Clark reads the proposed resolution and highlights environmental, water, and (limited
reporting of) grid reliability concerns. Additionally, he points out that the County
bears the primary financial responsibility for county road maintenance and repair and
yet, the County possesses “limited statutorial authority to require proportionate cost
participation from certain large-scale development impacting such structure”
(attachments).

* Clark states copies of the resolution will be distributed to Governor Greg Abbott,
Luitenant Governor Dan Patrick, State Senator Tan Parker, State Representative
Andy Hopper, Public Utility Commission of Texas (PUC), Electric Reliability
Council of Texas (ERCOT), Texas Water Development Board (TWDB), and
appropriate regional and local governmental bodies.

¢ The following people express their concerns about the data center and water usage is
the prominent topic: Amanda Balderas, Jim Harvison, Kimberlee Swoboda, Sheriff
Cary Mellema, Paul and Brenda Platt, Debbie Steele, Charles Clark, Carrie Baran,
and Bethany Jarrell.

¢ Clark and Shawn provide additional information about data centers:

They could haul in their water from anywhere in the state
Two types of data center designs:
© Open loop ~ takes in large amount of water everyday
© Closed loop — up front fill of approximately 200,000 gallons of
water with a daily usage of approximately 1,200 gallons per day
200,000 gallons of water is estimated to last 40 years, which is the life
expectancy of the data center based on Jack County’s abatement contract

vv

Vv

¢ Clark brings up the decommission of data centers after usage

¢ Clark suggests that anyone wishing to support the County’s position should write a
letter/email along with a copy of the resolution and urge the state to take action. The
resolution will be posted on the County’s website under the heading “News Flash”.

¢ Clark states the County will bring in a third party, should an abatement is needed.

¢ Motion made by Burns, seconded by Shawn, and unanimously adopted by the

Court to approve the resolution of the Wise County Commissioners’ Court
regarding the establishment of data centers in the state of Texas.",https://www.co.wise.tx.us/AgendaCenter/ViewFile/Minutes/_03092026-362,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,adopted,2
f74fc90f7f5af19f447eb444,48437,Swisher,solar,supportive,introduction,roads,0.9,94.0,2026-03-23,TX Nazareth Solar road-use agreement under consideration,"_ Discussion and Possible Action regarding the Agreement for Road Use, Repair and Improvements with TX
Nazareth Solar, LLC, Pursuant to Chapter 312 of the Texas Tax Code",https://www.co.swisher.tx.us/upload/page/7284/AGENDA 3.23.26.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,"TX Nazareth Solar, LLC",pending,1
ed5e7fa9eb77afe3ede231e6,48493,Wilson,solar,supportive,introduction,roads,0.9,94.0,2026-03-23,Clear Fork Creek Solar road closure and use agreement considered,"a. Discuss and take action to allow for the closing of County Road 482 for a duration not to exceed 14
 calendar days, for the purpose of installing underground utility lines. This road closure is contingent
 upon receiving a signed road use agreement from Clear Fork Creek Solar LLC and the land owner, once
 a suitable alternate route has been constructed, and has been inspected and approved by the County
 Commissioner.
 b. Discuss and take action to authorize the County Judge to sign an agreement with Clear Fork Creek
 Solar LLC once the preceding approvals are received.",https://www.co.wilson.tx.us/upload/page/2230/docs/Agendas/03-23-2026 Agenda.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Clear Fork Creek Solar LLC,pending,1
5f6812cf323848f813ba9e54,48253,Jones,solar,supportive,study,roads,0.3,98.0,2026-03-23,Anson Solar Center road-use acknowledgment approved,"13. DISCUSS AND TAKE ACTION ON ANSON SOLAR CENTER 2 CERTIFICATE OF
ACKNOWLEDGEMENT ROAD USE AGREEMENT. Commissioner Spalding entered a motion to
approve the Certificate of Acknowledgement with Anson Solar Center 2. Commissioner Vivian
seconded the motion with all other Commissioners voting aye.",https://www.co.jones.tx.us/upload/page/9819/CCM 03-23-2026 - Signed.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Anson Solar Center 2,approved,2
a4af09508f221749aea6dcba,48497,Wise,data_center,supportive,mention,noise;water;tax_incentive;other,0.1,97.0,2026-03-23,Resident raises concerns about neighboring AI data center,"New resident Mary Sandberg speaks about the proposed AI data center in Jack
County, which borders Wise County. Sandberg brings up her concerns about
noise, water usage, tax abatement, and potential environmental impact if a data
center is built in Wise County.",https://www.co.wise.tx.us/AgendaCenter/ViewFile/Minutes/_03232026-363,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Proposed Jack County AI data center,none,1
fda4c0b291d39af2cf1bcaea,48309,McLennan,wind,neutral,adopted,decommissioning,8.8,98.0,2026-03-17,Prairie Hill wind decommissioning report accepted,"ENGIE/ PRAIRIE HILL WIND PROJECT

On this the 17 day of March, 2026, came on for consideration the matter regarding the Engie/ Prairie Hill
Wind Project: Presentation / Update regarding Decommission of Wind Turbines. Mr. Russ Keene with
Engie North America updated the Court regarding the Prairie Hill Wind Project: Decommissioning. After
discussion, Judge Felton made a motion to accept that report for recording purposes and it was seconded
simultaneously by Commissioner Smith and Commissioner Perry. A vote being called for, voting in favor
of said motion was Judge Felton, Commissioner Smith, Commissioner Wilson, Commissioner Jones and
Commissioner Perry. It is ordered by the Court that said authorization be, and the same are hereby, approved",https://www.mclennan.gov/AgendaCenter/ViewFile/Minutes/_03172026-1372,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_monitoring,ENGIE / Prairie Hill Wind Project,approved,2
22507d06bfc90c19055d7194,48041,Brazos,data_center,neutral,mention,water,1.0,94.0,2026-03-17,Brazos County sponsors public presentation on data centers and groundwater,"Aquifers 101: Let's Talk About Water
Have questions about the local water supply? Worried about data centers coming into the area? Wondering what Groundwater Conservation Districts do? Alan Day, General Manager of the Brazos Valley Groundwater Conservation District, will discuss these topics and more at a presentation at the Brazos Center on Tuesday, June 30 at 6 p.m. The public is invited to attend this informative session sponsored by the Brazos County Commissioners Court and the Brazos Valley Groundwater Conservation District.",http://www.brazoscountytx.gov/m/newsflash,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_monitoring,,pending,1
ee870f67e3cb61432c076689,48309,McLennan,data_center,supportive,mention,tax_incentive,0.0,97.0,2026-03-17,Public comment raises Elm Mott–Ross data-center abatement issue,"County Judge Felton opened the floor to anyone present who wished to address the Court on County business
matters. Ms. Sara Mynarick- Lenart addressed the Court regarding the proposed data center in the Elm Mott
and Ross area and future tax abatement requests for the proposed data center. Not hearing anyone else speak,
County Judge Felton closed the hearing.",https://www.mclennan.gov/AgendaCenter/ViewFile/Minutes/_03172026-1372,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Elm Mott and Ross proposed data center,none,1
9b03c50c9d78107b93b855a4,48119,Delta,data_center,supportive,introduction,other,0.9,90.0,2026-03-10,Delta County considers opposing data-center tax abatements,"c. Discuss and take possible action to adopt a Resolution expressing the Delta County
 Commissioners Court’s opposition to the negotiation, execution, or consideration of tax
 abatement agreements under Chapter 312 of the Texas Tax Code for data center or
 similarly high water-consumptive industrial projects within Delta County - Tanner
 Crutcher, County Judge",http://www.deltacountytx.com/media/6536,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,pending,1
66fe7586cb85f087a88eca77,48289,Leon,solar,supportive,adopted,roads,1.4,98.0,2026-03-09,Misae Solar road-use agreement approved,"12. DISCUSS AND POSSIBLY TAKE ACTION ON ROAD USE AGREEMENT FOR CR
 251 IN PCT. 2 (MISAE SOLAR.)
Commissioner Bing made a motion, seconded by Commissioner Sullivan to approve the 180-day
agreement.
MOTION CARRIED.",https://www.co.leon.tx.us/upload/page/4931/docs/AgendaMinutes/Minutes 2026/MARCH 9 930 AM COMMISSIONERS COURT.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Misae Solar,approved,2
9def3fcb42ed57219ca70ceb,48131,Duval,solar,supportive,adopted,tax_incentive,1.3,98.0,2026-03-09,Duval County approves Cazadores Solar reinvestment zone after application review,"Pursuant to Subchapter C Section 312.401(c) a Reinvestment
Zone No. requested by Cazadores Solar, LLC for tax abatement
pursuant to Chapter 312 of the Texas Tax Code and approved by
Duval County Commissioner’s Court Duval County on March 9th
2026, Duval County is required to give notice of its intent to
establish a reinvestment zone for five years as required by statute.",https://www.co.duval.tx.us/upload/page/11362/20260402_Notice of Intent to Establish ReInvestment Zone.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,"Cazadores Solar, LLC",approved,3
22714150e7e54bc86e01336a,48493,Wilson,solar,supportive,adopted,tax_incentive,1.3,98.0,2026-03-09,Wilson County adopts solar-eligible tax-abatement policy,"WILSON COUNTY
TAX ABATEMENT POLICY
Preamble

Pursuant to Chapter 312, Texas Tax Code (the “Act”), Wilson County may consider an
application for tax abatement, designate a reinvestment zone, and enter into a tax abatement
agreement as provided for in this Tax Abatement Policy. This Policy and the guidelines and
criteria outlined herein were approved by Resolution No. adopted by the
Wilson County Commissioners Court on March 9, 2026, after a public hearing on March 9, 2026,
and approval of a Resolution providing that the County elects to become eligible in tax abatement
pursuant to the Act.

I. Abatement Policy

A. Investment. To enter into an abatement agreement, the Commissioners Court must find that
the project will result in a significant investment being made in the County. Unless
additional factors are deemed to provide value to the County, the minimum investment for
abatement is as follows:

i. New business: $1,000,000, and
ii. Expansion of existing business: $300,000.

B. Job Creation. Abatement on eligible real and fixed personal property requires new job
creation, or, in the case of expansion, sustained employment levels.

C. Criteria. In determining whether to designate a reinvestment zone the County shall consider
the Criteria provided in Section 312.202, Texas Tax Code, and with regard to whether to
enter into a tax abatement agreement, the Commissioners Court shall consider the
following criteria, among others determined to be appropriate by the Court:

i. Site and Improvements

Existing value of land and existing improvements, if any;

Type and value of proposed improvements;

Productive life of proposed improvements;

Overall compatibility with the zoning ordinances and comprehensive plan,
if any, for the area; and

e. Environmental impacts of project.

Beep

ii. Economic Spinoff
a. Number and dollar amounts of all construction contracts and subcontracts
awarded on the project;
b. Impact on the business opportunities of existing businesses and the
attraction of new business to the area, if any; and
c. Disadvantaged business entity and Wilson County contractors represented
in total construction, suppliers, and services contracts.

Page | of 12

iii. Jobs
a. Number of existing jobs to be retained by proposed improvements, if any;

b. Number and type of new jobs, if any, to be created by proposed
improvements;

c. Diversity of employment base;
d. Local employment opportunities; and
e. Competitive wages and benefits for employees.

iv. Public Costs and Benefits
a. Costs to be incurred by Wilson County, if any, to provide facilities or
services directly resulting from the new improvements;
b. Types and values of public improvements, if any, to be made by applicant
seeking abatement; and
c. Amount of ad valorem property tax to be paid to Wilson County during and
after expiration of the abatement agreement.

. Ad Valorem Taxes. Unless expressly provided, County approval of tax abatement applies
only to County ad valorem taxes and may be restricted to include only County maintenance
and operations taxes, excluding interest and sinking fund taxes. County approval of tax
abatement may also apply to both Hospital District and Emergency Services District ad
valorem taxes, provided that the County is statutorily required to approve the tax rate for
such districts or levies their ad valorem taxes as described in Section 312.004, Texas Tax
Code.

i. Existing Property Value. The value of existing real and personal property currently
on the tax rolls will remain taxable and be included in the base value, even if
personal property is moved to a new, abated location or replaced due to
modernization or expansion. Abatement may be only granted for the additional
value of eligible property improvements made subsequent to and listed in an
abatement agreement between the County and the property owner or lessee, subject
to such limitations as Commissioners Court may require.

. Application Must Precede Commencement of Project. A project is ineligible for abatement
if the application for County abatement is filed after the commencement for construction,
alteration, or installation of new improvements.

. Ineligible Property. The following types of property shall be fully taxable and ineligible
for abatement: inventories; supplies; tools; furnishings, and other forms of movable
personal property (excluding solar array panels and associated equipment); vehicles;
vessels; private aircraft; deferred maintenance investments also, any property included in
the calculation of base year value as defined.

. Compliance with Policy. The County will only enter into abatement agreements that the
County finds meet the guidelines and criteria outlined in this Policy and in the Act.",https://www.co.wilson.tx.us/upload/page/2221/Wilson County Tax Abatement Policy - March 9 2026.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,adopted,1
2735c371dd9be8734f3d871a,48131,Duval,solar,supportive,introduction,tax_incentive;roads,0.8,94.0,2026-03-09,Duval County considers legal services for solar abatements,"Discussion and possible action.on approval of an updated engagement
letter for legal services with attorney Barbara (Law Offices of Barbara
Canales) for purposes of (1) updating Duval County tax abatement
policies and guidelines, (2) new tax abatement reinvestment zones, (3)
consultation related to tax abatement requests for Duval County and
(4) for the negotiation of any related tax abatement agreements and/or
road use agreement as authorized by Commissioner’s Court specifically
but not limited to, those Proposed Solar Project tax abatement. Battery
Electric Storage System abatement as well as any other industrial tax
Abatement application which has been submitted or will be submitted
to Duval County in 2025 or 2026. [Barbara Canales, Attorney at Law].",https://www.co.duval.tx.us/upload/page/11369/20260309 Commissioners Court Agenda Regular Meeting.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,,pending,1
8ee8ee6e60cde952f69b6eae,48253,Jones,solar,supportive,study,roads,0.3,98.0,2026-03-09,Preliminary Swenson Solar road improvements authorized,"15. DISCUSS AND TAKE ACTION ON ENGIE ROAD USE AGREEMENT FOR SWENSON
SOLAR PROJECT IN STONEWALL COUNTY.
Commissioner Spalding entered a motion to allow Engie to improve CR 125 to six inch road base with a
22 foot road width subject to written agreement to be provided from Engie to be approved at a future
meeting and compliance with no pass thru traffic on CR 126 from US Highway 83 to FM 1835.
Commissioner Vivian seconded the motion with all other Commissioners voting aye.",https://www.co.jones.tx.us/upload/page/9819/CC Minutes 03092026 signed.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,Swenson Solar,approved,1
2e8b16e563d4776129fec158,48309,McLennan,solar,supportive,adopted,roads,1.4,98.0,2026-03-03,PP Jaguar Solar road-use assignment recorded,"f. Regarding the Road Use Agreement with PP- Jaguar Approved
 Solar LLC/ PP Jaguar BESS LLC: Recording
 of Assignment Notification",https://www.mclennan.gov/AgendaCenter/ViewFile/Minutes/_03032026-1370,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,PP Jaguar Solar,approved,2
f9867ae320802f6203b030da,48309,McLennan,bess,supportive,adopted,roads,1.4,98.0,2026-03-03,PP Jaguar BESS road-use assignment recorded,"f. Regarding the Road Use Agreement with PP- Jaguar Approved
 Solar LLC/ PP Jaguar BESS LLC: Recording
 of Assignment Notification",https://www.mclennan.gov/AgendaCenter/ViewFile/Minutes/_03032026-1370,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_facilitation,PP Jaguar BESS,approved,2
e35f7faeac1ae708d7bcf925,48379,Rains,bess,restrictive,introduction,moratorium;permitting;fire_safety,51.4,95.0,2026-02-26,Rains County considers temporary BESS moratorium,"17. Discuss and/or take action on the adoption of a temporary
moratorium on the permitting, construction, and related activities for
new battery energy storage systems (BESS) and other green energy
projects within Rains County, Texas, pursuant to the authority granted
under Texas Health & Safety Code § 121.003, in order to protect the
public health and safety, and to provide time to verify compliance with
existing state laws, including but not limited to the Lone Star
Infrastructure Protection Act, HB 3824 (BESS emergency response and
safety reporting requirements), NFPA 855 fire safety standards, and any
ongoing investigations by the Texas Attorney General regarding battery
components. — Brent D. Hilliard",https://www.co.rains.tx.us/upload/page/2839/02.26.26.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,local_regulatory_process,,proposed,1
b5c01095794f72d0d1cb5f9c,48379,Rains,solar,neutral,introduction,other,20.7,95.0,2026-02-26,Rains County considers solar-related hearings and interlocal role,"12. Discuss, consider, and take appropriate action on the necessity of
scheduling one or more public hearings to consider Rains County's
potential participation with Van Zandt County in an interlocal agreement
pursuant to Chapter 391 of the Texas Local Government Code and Rains
County's role therein. Also discuss Senate Bill 2116 (87th Texas
Legislature, 2021), known as the Lone Star Infrastructure Protection Act,
together with Van Zandt County’s recently adopted Green Energy
Moratorium (passed unanimously February 11, 2026), which imposes a
temporary/indefinite halt on all proposed solar, wind, and battery energy
storage system projects in Van Zandt County pending review and
compliance with state investigations into foreign-owned components. —
Brent D. Hilliard",https://www.co.rains.tx.us/upload/page/2839/02.26.26.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,local_regulatory_process,,pending,1
2c7279629b0ba4e2144557d3,48379,Rains,solar,neutral,introduction,other,20.7,95.0,2026-02-26,Barrett Solar compliance and public-hearing review pending,"14. Discuss, consider, and take appropriate action on how to proceed
regarding the possible non-compliance by the owner of the Barrett Solar
Project with the terms and conditions of their agreements. - Brent D.
Hilliard",https://www.co.rains.tx.us/upload/page/2839/02.26.26.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,local_regulatory_process,Barrett Solar Project,pending,1
e31a4b196672f5c2bf066303,48095,Concho,solar,mixed,study,water;roads,3.5,97.0,2026-02-24,Concho officials coordinate rerouting of Lucy Solar water trucks,"CONSIDER/DISCUSS/APPROVE PAINT ROCK MAYOR FRANCIS MAUPIN ON TRAFFIC
GOING DOWN SIMS STREET — TAKE APPROPRIATE ACTION

Mayor Maupin stated that there are water tankers turning and going down Sims Street in Paint
Rock delivering water to the Lucy Solar Farm. She stated that there are at least 12 tankers a day
going back and forth. Mayor Maupin said that the city road is not rated to withstand as much
weight as frequently as they are delivering. She said that it is extremely dangerous for them to be
going that route, not only due to the roads, but also due to the students going to and from class

at the school. Commissioner Bradshaw stated that he spoke with the project manager, Mr.
Cooper, this morning about having the trucks re-routed to go down FM 765. Mr. Cooper said that
he would send out the message.",https://www.co.concho.tx.us/upload/page/9988/2.24.26 MINUTES.pdf,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,project_monitoring,Lucy Solar Farm,pending,1
4dcbb7d4f5dbf684bac790b0,48259,Kendall,bess,neutral,mention,fire_safety,3.1,90.0,2026-02-24,Kendall County raises possible BESS safety review,"passed a resolution
requiring battery energy storage systems
to require the best developers to
document their compliance with all
applicable state and national safety and
fire code standards and laws and orders
pertaining to critical infrastructure
and security. Um this may be something
we look at. I don't know. We just need
to make sure that that is um we're not
conflicting with any state law issues by
mandating that compliance, but that is
just an interesting thing they did that
I think it's worth our looking into as
well.",https://www.youtube.com/watch?v=K-gpSYAE6A8&feature=youtu.be,chatgpt_pro_backfill,ChatGPT Pro extended review + deterministic local verification,local_regulatory_process,,none,1
